categoy,Sub Category,name,ref,barcode,cost,vendor,public_price,Size_H,Size_W,Color,Gender
T-shirt,91099090,GFC10693 76003 t bol pailleten smiley vleermuismouw tule gouden boord,67903,4589000834107,"21,99",COM20695,"64,95",XL,39,Blue Gold,Woman
vest,91044900,c00605 09003 tketting+lint galon ronde hals 2 insteekzakjes,68032,4589000835326,"42,99",COM7663,"99,95",S,37,Bluedonker,Man
Jacket,91044900,GFC10633 99003 tdamast+glansbloemen hoepelJacket 5 springplooien,68033,4589000835333,"49,99",COM23594,"119,95",XXL,38,Red Black,Man
Jacket,42144589,GFC1063317003 tbuikplooien open hals lichte duikersstof koker,68034,4589000835340,"23,49",COM25801,"59,95",L,42,Brown,Man
Jacket,91023010,GFC10638 55003 tpatchvisgraat luipaard kokerJacket gestremd schuine buik,68035,4589000835357,"35,99",COM7778,"89,95",S,43,Grey Black,Woman
pul trui,91109090,cfm00068 22003 tajour grove steek open hals breed,68038,4589000835388,"22,99",COM12268,"56,95",S,43,Grey donker,Woman
pul trui,91109090,cfm00068 22003 tajour grove steek open hals breed,68038,4589000835395,"22,99",COM18683,"56,95",M,42,Grey donker,Woman
Jacket,91044900,GFC10667 14003 tbuikplooien vlekkenprint asymetrische v hals gevoerd,68040,4589000835418,"32,99",COM23750,"79,95",S,38,White Black,Woman
Jacket,91044900,GFC10666 47003 tbloem meeldraden ingeweven motief vooraan boord grof g,68042,4589000835432,"35,99",COM15602,"89,95",S,39,Red Black,Man
Jacket,84031900,GFC10664 54003 tUh patch stippen gelijnd uni crepe georgette kokerJacket,68043,4589000835449,"31,99",COM12639,"79,95",S,37,Blue Black,Man
Jacket,42171000,GFC10668 03003 t2*3 lagen gelaserde wolkjes crepe georgette open hal,68044,4589000835456,"29,99",COM20695,"74,95",XS,42,Blueindigo,Woman
Jacket,91044900,GFC10672 48002 tboord madeliefjes wazig gestreept horizontaal openhals,68045,4589000835463,"27,99",COM7663,"69,95",L,42,Pink Black,Woman
Jacket,91044900,GFC10672 48002 tboord madeliefjes wazig gestreept horizontaal openhals,68045,4589000835470,"27,99",COM23594,"69,95",XS,43,Pink Black,Woman
Jacket,91044900,GFC10668 66003+tgedrapeerde buste grote strik asymetrische bretel,68110,4589000837702,"25,99",COM25801,"64,95",XXL,41,Pink oud,Woman
totaalstuk,91023010,GFC10679 45003+tcrepe georgette schouder kant korte mouw open Hals,68112,4589000837740,"29,99",COM7778,"74,95",M,43,Black,Woman
Jacket,91044900,GFC10681 17003+tgodetrok tricot gebloemd volant kant up neopreen Vh ,68113,4589000837764,"26,99",COM12268,"66,95",XXXL,37,olijf lila,Man
Jacket,91044900,GFC10681 17003+tgodetrok tricot gebloemd volant kant up neopreen Vh ,68113,4589000837765,"26,99",COM18683,"66,95",XXL,38,olijf lila,Woman
Jacket,91044900,GFC10681 17003+tgodetrok tricot gebloemd volant kant up neopreen Vh ,68113,4589000837771,"26,99",COM23750,"66,95",S,38,Red olijf,Man
Jacket,91044900,GFC10681 17003+tgodetrok tricot gebloemd volant kant up neopreen Vh ,68113,4589000837772,"26,99",COM12639,"66,95",L,39,Red olijf,Woman
Jacket,9104490,GFC10663 61003+tbanden ecoleer netstof crepe gehaakt klokrok,68114,4589000837788,"47,99",COM15602,"119,95",XS,44,Black,Man
Jacket,91106310,GFC10684 03003+tgoudcoating horizontale plooien tube,68116,4589000837818,"39,99",COM12639,"99,95",XXL,31,Gold,Man
Jacket,91106310,GFC10684 03003+tgoudcoating horizontale plooien tube,68116,4589000837825,"39,99",COM20695,"99,95",S,37,brons,Woman
Jacket,91044900,GFC10684 60003+tcrepe georgette open rug 4gekruiste linten vlindermou,68117,4589000837849,"27,99",COM7663,"69,95",XS,42,fushia,Man
Jacket,91044900,GFC10684 60003+tcrepe georgette open rug 4gekruiste linten vlindermou,68117,4589000837856,"27,99",COM23594,"69,95",S,37,Red,Woman
pantalon,91106310,GFC10694 32003 +t plisse soleil tailleband elastane,68118,4589000837870,"19,99",COM25801,"49,95",XS,38,White,Woman
pantalon,91106310,GFC10694 32003 +t plisse soleil tailleband elastane,68118,4589000837871,"19,99",COM7778,"49,95",L,40,White,Woman
Jacket,91023010,GFC10685 10003+t tour du cou crepe volant tule geslepen sierstenen hal,68119,4589000837887,"37,99",COM12268,"94,95",XL,31, White,Man
Jacket,91023010,GFC10685 10003+t tour du cou crepe volant tule geslepen sierstenen hal,68119,4589000837888,"37,99",COM18683,"94,95",L,41, White,Woman
Jacket,91091000,GFC10687 08003+T tour du cou dubbele volant gevoerd,68120,4589000837900,"27,99",COM23750,"69,95",XXXL,44,Bluedonker,Woman
Jacket,91091000,GFC10687 08003+T tour du cou dubbele volant gevoerd,68120,4589000837917,"27,99",COM15602,"69,95",XL,39,Bluedonker,Man
Jacket,91091000,GFC10687 08003+T tour du cou dubbele volant gevoerd,68120,4589000837924,"27,99",COM12639,"69,95",XL,42,Black,Woman
Jacket,91091000,GFC10687 08003+T tour du cou dubbele volant gevoerd,68120,4589000837925,"27,99",COM20695,"69,95",XXL,43,Black,Man
pantalon,91023010,GFC10702 67003-haltergulp+rits technostof omgeslagen tailleband,68121,4589000837948,"23,99",COM7663,"59,95",M,43, White,Man
pantalon,91109090,GFC1063303003+t brede tailleband gefronste ondernaad wijd aan heupen,68122,4589000837979,"18,99",COM23594,"46,95",XL,42,Black,Man
pantalon,91106310,GFC10671 25003+tused elastane licht gescheurd 4 pocket achterzakschild,68125,4589000838044,"31,99",COM25801,"79,95",S,31,jean used,Woman
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838068,"39,99",COM7778,"99,95",L,37,jean used,Woman
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838069,"39,99",COM12268,"99,95",XL,38,jean used,Man
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838075,"39,99",COM18683,"99,95",M,41,jean used,Man
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838082,"39,99",COM23750,"99,95",XL,42,jean used,Woman
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838083,"39,99",COM15602,"99,95",S,44,jean used,Woman
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838099,"39,99",COM12639,"99,95",M,43,jean used,Woman
pantalon,91106310,GFC10668 64003 +tzijgalon sterstuds hoge taille 5 metalen knopen,68126,4589000838100,"39,99",COM20695,"99,95",S,42,jean used,Man
pantalon,91023010,fp8el1 +tprince de galle gefronst slim fit,68201,4589000840849,"21,9",COM7663,"54,95",XXL,39,Grey Green,Man
Blouse,91091000,fp8al1+t crepe open hals open rug+lint wijd gevoerd ,68202,4589000840856,"21,9",COM23594,"54,95",S,43,mosterd,Woman
Blouse,91091000,fp8al1+t crepe open hals open rug+lint wijd gevoerd ,68202,4589000840857,"21,9",COM25801,"54,95",L,44,mosterd,Woman
Jacket,91099090,fp8bh18+t klokrok brede tailleband open hals gabardine,68203,4589000840870,"21,9",COM7778,"54,95",L,43,Bluedonker,Woman
pantalon,91106310,PMI8321+t 5pocket rechte pijp darkused schild achterzakjes,68209,4589000840931,"17,99",COM12268,"44,95",S,43,jean used,Woman
pantalon,91106310,PMI8321+t 5pocket rechte pijp darkused schild achterzakjes,68209,4589000840948,"17,99",COM18683,"44,95",XXL,39,jean used,Woman
pantalon,91106310,PMI8381+t skinny 5 pocket lage taille 4 bronzen knopen ,68210,4589000840955,"17,49",COM23750,"42,95",XS,40,jean used,Man
pantalon,91106310,PMI8281+t 5pocket zak ketting afgeboord skinny lage taille,68211,4589000840962,"17,99",COM12268,"44,95",M,42,jean used,Man
vest,91091000,r15347+t glanzend grof geweven ronde kraagloze hals gevoerd,68213,4589000841006,"27,99",COM18683,"69,95",M,44,Bluedonker,Man
vest,91091000,r15347+t glanzend grof geweven ronde kraagloze hals gevoerd,68213,4589000841013,"27,99",COM23750,"69,95",L,42,Bluedonker,Man
vest,91091000,r15347+t glanzend grof geweven ronde kraagloze hals gevoerd,68213,4589000841020,"27,99",COM15602,"69,95",XXL,43,Black,Woman
vest,91091000,r15347+t glanzend grof geweven ronde kraagloze hals gevoerd,68213,4589000841037,"27,99",COM12639,"69,95",XL,42,Black,Woman
vest,91091000,r15347+t glanzend grof geweven ronde kraagloze hals gevoerd,68213,4589000841044,"27,99",COM20695,"69,95",XS,38, White,Man
collier,91044900,koord 10 houten bollen geslepen paternosterbollen transparant,200064,4589000808658,"0,01",COM7663,"24,95",XXL,38, Brown,Man
riem,42171000,ecoserpent elastane 4 cm stof+ring+scoutsgesp,200068,4589000808696,"0,01",COM23594,"29,95",XS,38,White,Woman
Jacket,91044900,GFC10670 81003+tboord madeliefjes sleutelgathals wazige strepenhorizon,200071,4589000837672,"37,99",COM25801,"94,95",M,44,Pink Black,Man
